Date,BTC_Price,BTC_Market_Cap,ETH_Price,ETH_Market_Cap,SOL_Price,SOL_Market_Cap,BNB_Price,BNB_Market_Cap,XRP_Price,XRP_Market_Cap,ADA_Price,ADA_Market_Cap,DOGE_Price,DOGE_Market_Cap,AVAX_Price,AVAX_Market_Cap,TRX_Price,TRX_Market_Cap,DOT_Price,DOT_Market_Cap
2022-08-28,20061.586451971103,391200935813.4365,1492.7785383370056,179133424600.44067,31.529869110868145,18287324084.303524,278.1915536234767,40894158382.65108,0.3352025769648401,17765736579.136528,0.4501562524866838,15755468837.033932,0.0635275098406196,9147961417.049223,20.08527401229925,9038373305.534662,0.0629570233083363,5540218051.1335945,7.053064972868274,9168984464.728756
2022-09-04,19848.921705467845,387053973256.623,1558.300742737253,186996089128.47034,31.1383031552752,18060215830.059616,277.98408729497766,40863660832.36172,0.330005938283629,17490314729.032337,0.4805831208572188,16820409230.002659,0.0626855554692001,9026719987.564814,18.901076123231263,8505484255.454068,0.0631306009954137,5555492887.596406,7.291304619704594,9478696005.615973
2022-09-11,21729.74397331549,423730007479.65204,1781.1780153254615,213741361839.0554,35.17256022003245,20400084927.61882,297.661221093247,43756199500.707306,0.3584276211334517,18996663920.07294,0.5136382987962183,17977340457.867638,0.0649238873980863,9349039785.324427,20.529655694290323,9238345062.430645,0.064907583106411,5711867313.364167,7.802082190943526,10142706848.226583
2022-09-18,20126.854191078393,392473656726.0287,1470.8527037109995,176502324445.31995,33.72510884911024,19560563132.48394,279.32585517280205,41060900710.4019,0.3762537779288205,19941450230.227486,0.4866106505881328,17031372770.584648,0.0622529771447959,8964428708.850609,18.482541628293735,8317143732.732181,0.0623027533848761,5482642297.869097,7.065192188703456,9184749845.314493
2022-09-25,18937.41217855322,369279537481.7878,1318.991496185522,158278979542.26263,33.45630072183708,19404654418.66551,274.87421177013016,40406509130.20914,0.4882080298363045,25875025581.32414,0.4514840785976,15801942750.915998,0.0632048861764211,9101503609.404638,17.620417168293027,7929187725.731862,0.0598789828809984,5269350493.52786,6.2816056460273,8166087339.83549
2022-10-02,19317.550007703016,376692225150.2088,1312.1588921947189,157459067063.36627,32.462293193745644,18828130052.372475,283.0600397637068,41609825845.2649,0.4752032364221885,25185771530.375988,0.4303423790716457,15061983267.507599,0.0606378157460372,8731845467.429358,16.976695739335774,7639513082.701098,0.0605179942923385,5325583497.725788,6.2719403942521605,8153522512.527809
2022-10-09,19430.118351433986,378887307852.9627,1316.9990465173594,158039885582.08313,32.59536274946103,18905310394.687397,276.60292374763065,40660629790.9017,0.5166309053864029,27381437985.47935,0.4222022701728635,14777079456.050222,0.0616797547657931,8881884686.274206,16.802384888690653,7561073199.910794,0.0620793910919339,5462986416.090183,6.314460464414285,8208798603.738571
2022-10-16,19082.378241562237,372106375710.4636,1275.7690545901337,153092286550.81604,29.596821446653948,17166156439.05929,268.34757039685616,39447092848.33785,0.4813406008198008,25511051843.44944,0.364222187759203,12747776571.572105,0.0586065701188493,8439346097.1143,15.447764864919172,6951494189.213628,0.0617841513091016,5437005315.200941,6.0581450257788525,7875588533.512508
2022-10-23,19215.234359703027,374697070014.20905,1314.7104483662847,157765253803.95416,28.028421142097695,16256484262.416664,270.6139305112581,39780247785.15494,0.4656117416268999,24677422306.225693,0.3515810988336431,12305338459.177507,0.0597065651254949,8597745378.071266,15.692440797714184,7061598358.971383,0.0616479844474596,5425022631.376445,5.847990418721046,7602387544.337359
2022-10-30,20762.75096828995,404873643881.65405,1616.5207024254464,193982484291.05356,32.801344597189,19024779866.36962,303.694915102192,44643152520.022224,0.4691961463095006,24867395754.40353,0.4190716860242583,14667509010.849041,0.121344007132754,17473537027.116577,18.269421015965715,8221239457.184572,0.0640708232586609,5638232446.762159,6.617970739290526,8603361961.077684
